Unnamed: 0,Title,Rank,Type,Episodes,Aired,Members,page_url,image_url,Score
6777,Kagaku Ninja-tai Gatchaman,4282,TV,105,Oct 1972 - Sep 1974,9965,https://myanimelist.net/anime/2389/Kagaku_Ninja-tai_Gatchaman,https://myanimelist.net/anime/2389/Kagaku_Ninja-tai_Gatchaman/pics,6.93
6778,Kamiusagi Rope x Boruto: Naruto Next Generations,10899,ONA,1,Oct 2017 - Oct 2017,7987,https://myanimelist.net/anime/36564/Kamiusagi_Rope_x_Boruto__Naruto_Next_Generations,https://myanimelist.net/anime/36564/Kamiusagi_Rope_x_Boruto__Naruto_Next_Generations/pics,5.48
6779,Mayoiga,10868,TV,12,Apr 2016 - Jun 2016,213277,https://myanimelist.net/anime/32438/Mayoiga,https://myanimelist.net/anime/32438/Mayoiga/pics,5.49
6780,Oruchuban Ebichu,2224,TV,24,Aug 1999 - Oct 1999,50118,https://myanimelist.net/anime/1060/Oruchuban_Ebichu,https://myanimelist.net/anime/1060/Oruchuban_Ebichu/pics,7.37
6781,Shadow Skill,6445,OVA,1,Oct 1995 - Oct 1995,6010,https://myanimelist.net/anime/3005/Shadow_Skill,https://myanimelist.net/anime/3005/Shadow_Skill/pics,6.5
6782,Nora,12638,OVA,1,Jan 1985 - Jan 1985,2903,https://myanimelist.net/anime/2088/Nora,https://myanimelist.net/anime/2088/Nora/pics,4.3
6783,Kare Baka: Wagahai no Kare wa Baka de R,9689,ONA,8,Oct 2015 - Jan 2016,8237,https://myanimelist.net/anime/31865/Kare_Baka__Wagahai_no_Kare_wa_Baka_de_R,https://myanimelist.net/anime/31865/Kare_Baka__Wagahai_no_Kare_wa_Baka_de_R/pics,5.81
6784,Mahou Shoujo Magical Destroyers,6892,TV,12,Apr 2023 - Jun 2023,58671,https://myanimelist.net/anime/48981/Mahou_Shoujo_Magical_Destroyers,https://myanimelist.net/anime/48981/Mahou_Shoujo_Magical_Destroyers/pics,6.4
6785,Mahoutsukai ni Taisetsu na Koto,5341,TV,12,Jan 2003 - Mar 2003,26474,https://myanimelist.net/anime/273/Mahoutsukai_ni_Taisetsu_na_Koto,https://myanimelist.net/anime/273/Mahoutsukai_ni_Taisetsu_na_Koto/pics,6.7
6786,Mieruko-chan,1998,TV,12,Oct 2021 - Dec 2021,457475,https://myanimelist.net/anime/48483/Mieruko-chan,https://myanimelist.net/anime/48483/Mieruko-chan/pics,7.42
6787,Sasurai no Taiyou,6978,TV,26,Apr 1971 - Sep 1971,1917,https://myanimelist.net/anime/3819/Sasurai_no_Taiyou,https://myanimelist.net/anime/3819/Sasurai_no_Taiyou/pics,6.39
6788,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,2214,Movie,1,Mar 2008 - Mar 2008,5209,https://myanimelist.net/anime/5290/Keroro_Gunsou_Movie_3__Tenkuu_Daikessen_de_Arimasu,https://myanimelist.net/anime/5290/Keroro_Gunsou_Movie_3__Tenkuu_Daikessen_de_Arimasu/pics,7.37
6789,.hack//G.U. Returner,5509,OVA,1,Jan 2007 - Jan 2007,21294,https://myanimelist.net/anime/2928/hack__GU_Returner,https://myanimelist.net/anime/2928/hack__GU_Returner/pics,6.67
6790,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,3098,OVA,1,2008 - 2008,12724,https://myanimelist.net/anime/6198/Detective_Conan_OVA_08__High_School_Girl_Detective_Sonoko_Suzukis_Case_Files,https://myanimelist.net/anime/6198/Detective_Conan_OVA_08__High_School_Girl_Detective_Sonoko_Suzukis_Case_Files/pics,7.19
6791,Aria the Benedizione,647,Movie,1,Dec 2021 - Dec 2021,6607,https://myanimelist.net/anime/48411/Aria_the_Benedizione,https://myanimelist.net/anime/48411/Aria_the_Benedizione/pics,7.95
6792,Tales of Zestiria: Doushi no Yoake,2254,Special,1,Dec 2014 - Dec 2014,42874,https://myanimelist.net/anime/24459/Tales_of_Zestiria__Doushi_no_Yoake,https://myanimelist.net/anime/24459/Tales_of_Zestiria__Doushi_no_Yoake/pics,7.36
6793,Yuusha-Ou GaoGaiGar Final,489,OVA,8,Jan 2000 - Mar 2003,9824,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final/pics,8.08
6794,Space Fantasia 2001 Nights,7732,OVA,1,Jun 1987 - Jun 1987,3307,https://myanimelist.net/anime/1662/Space_Fantasia_2001_Nights,https://myanimelist.net/anime/1662/Space_Fantasia_2001_Nights/pics,6.24
6795,Mouretsu Pirates: Abyss of Hyperspace,3590,Movie,1,Feb 2014 - Feb 2014,13380,https://myanimelist.net/anime/14817/Mouretsu_Pirates__Abyss_of_Hyperspace,https://myanimelist.net/anime/14817/Mouretsu_Pirates__Abyss_of_Hyperspace/pics,7.09
6796,Gift: Eternal Rainbow,5988,TV,12,Oct 2006 - Dec 2006,31308,https://myanimelist.net/anime/1581/Gift__Eternal_Rainbow,https://myanimelist.net/anime/1581/Gift__Eternal_Rainbow/pics,6.58
6797,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,8955,Special,1,Dec 1988 - Dec 1988,784,https://myanimelist.net/anime/32087/Osomatsu-kun_1988__Appare_Chibita_no_Onitaiji_zansu,https://myanimelist.net/anime/32087/Osomatsu-kun_1988__Appare_Chibita_no_Onitaiji_zansu/pics,5.98
6798,Ultraman Kids: M7.8 Sei no Yukai na Nakama,11156,Movie,1,Mar 1984 - Mar 1984,645,https://myanimelist.net/anime/10909/Ultraman_Kids__M78_Sei_no_Yukai_na_Nakama,https://myanimelist.net/anime/10909/Ultraman_Kids__M78_Sei_no_Yukai_na_Nakama/pics,5.4
6799,Kazoku no Hanashi,6862,ONA,1,Nov 2013 - Nov 2013,940,https://myanimelist.net/anime/21333/Kazoku_no_Hanashi,https://myanimelist.net/anime/21333/Kazoku_no_Hanashi/pics,6.41
